dataset,fold,model,best_params,MAE,RMSE,MdAE,MASE,MdASE
NASA93,33,ElasticNet,"{""regressor__model__alpha"": 0.01, ""regressor__model__l1_ratio"": 0.5}",383.67369008518097,1104.3739325951747,101.14709174430303,0.7422609656423679,0.47937010305356886
NASA93,33,RandomForest,"{""regressor__model__max_depth"": null, ""regressor__model__max_features"": 0.6, ""regressor__model__min_samples_leaf"": 1, ""regressor__model__n_estimators"": 300}",407.8305733445872,1414.7704506825876,35.115100364891646,0.7889952399968485,0.16642227661086087
NASA93,33,GradientBoosting,"{""regressor__model__learning_rate"": 0.1, ""regressor__model__max_depth"": 3, ""regressor__model__n_estimators"": 400, ""regressor__model__subsample"": 1.0}",268.01038834058033,873.3313816672069,39.134473978691545,0.5184969800970692,0.1854714406573059
NASA93,33,DummyMean,{},773.2420341394026,1793.3982595302282,444.4932432432432,1.4959258186511495,2.1066030485461766
NASA93,33,DummyMedian,{},604.6736842105263,1843.362113667649,185.0,1.1698109209442737,0.8767772511848341
NASA93,33,TabPFN,{},282.49050351193074,892.6565673619356,67.30838012695312,0.5465104314945655,0.31899706221304797
NASA93,33,TabICLv2,{},300.45310964082415,960.86765921974,51.90777587890625,0.5812611629500526,0.24600841648770735
NASA93,33,TabDPT,{},335.6744449414705,1056.3722258270425,107.12765197753907,0.6494008947770308,0.5077139904148771
NASA93,34,ElasticNet,"{""regressor__model__alpha"": 1.0, ""regressor__model__l1_ratio"": 0.9}",395.38280248678166,649.7584195522755,172.86283196165041,0.6959935546271002,0.8473668233414235
NASA93,34,RandomForest,"{""regressor__model__max_depth"": 16, ""regressor__model__max_features"": 0.6, ""regressor__model__min_samples_leaf"": 1, ""regressor__model__n_estimators"": 600}",231.99506465421175,499.7325158504342,27.617684650567014,0.4083816207712446,0.13538080711062261
NASA93,34,GradientBoosting,"{""regressor__model__learning_rate"": 0.05, ""regressor__model__max_depth"": 4, ""regressor__model__n_estimators"": 400, ""regressor__model__subsample"": 0.7}",224.387708647747,510.95133362203825,45.54561087666896,0.39499036876192073,0.22326279841504393
NASA93,34,DummyMean,{},531.2111111111111,639.0344132969506,564.66,0.9350925410874291,2.767941176470588
NASA93,34,DummyMedian,{},395.8888888888889,643.9728324152261,192.0,0.696884420066203,0.9411764705882353
NASA93,34,TabPFN,{},195.3112507502238,469.84280128417385,23.856849670410156,0.3438069911319871,0.11694534152161841
NASA93,34,TabICLv2,{},207.53341999053953,488.686857384479,25.006240844726562,0.36532171296945437,0.12257961198395374
NASA93,34,TabDPT,{},192.97690763473508,382.02065662376197,29.549617767333984,0.33969783981723667,0.1448510674869313
NASA93,35,ElasticNet,"{""regressor__model__alpha"": 0.01, ""regressor__model__l1_ratio"": 0.9}",261.48727472468545,490.9815448626884,118.75547174885742,0.4970132290984877,0.618518082025299
NASA93,35,RandomForest,"{""regressor__model__max_depth"": 16, ""regressor__model__max_features"": 0.6, ""regressor__model__min_samples_leaf"": 1, ""regressor__model__n_estimators"": 600}",244.2710316607951,550.9919995586421,37.03561019262506,0.4642900284489045,0.19289380308658885
NASA93,35,GradientBoosting,"{""regressor__model__learning_rate"": 0.1, ""regressor__model__max_depth"": 2, ""regressor__model__n_estimators"": 200, ""regressor__model__subsample"": 0.7}",225.10136970514748,535.2629009642792,44.2498214818431,0.4278539318957003,0.2304678202179328
NASA93,35,DummyMean,{},670.4137037037037,1045.5377506153366,476.4946666666666,1.2742665204663541,2.481743055555555
NASA93,35,DummyMedian,{},570.75,1123.9020778322085,212.0,1.0848340547609152,1.1041666666666667
NASA93,35,TabPFN,{},160.73018449147543,362.2333439026031,32.85578918457031,0.30550254536024046,0.17112390200297037
NASA93,35,TabICLv2,{},191.64406088193257,417.3259869030115,30.90249252319336,0.3642610663817689,0.16095048189163208
NASA93,35,TabDPT,{},183.62396562364367,419.01214558929445,88.61052131652832,0.349017137413537,0.46151313185691833
NASA93,36,ElasticNet,"{""regressor__model__alpha"": 0.1, ""regressor__model__l1_ratio"": 0.1}",5227.034315900216,20881.071314276523,130.15330084386903,13.296272696156391,0.7523312187506881
NASA93,36,RandomForest,"{""regressor__model__max_depth"": 16, ""regressor__model__max_features"": 0.6, ""regressor__model__min_samples_leaf"": 1, ""regressor__model__n_estimators"": 300}",817.6278552508998,1920.9828826602497,95.11226969543753,2.079841506744947,0.5497819057539742
NASA93,36,GradientBoosting,"{""regressor__model__learning_rate"": 0.03, ""regressor__model__max_depth"": 4, ""regressor__model__n_estimators"": 400, ""regressor__model__subsample"": 0.7}",850.0963256678998,1954.2396145337743,107.96090193268947,2.1624332041780963,0.6240514562583206
NASA93,36,DummyMean,{},1052.2394736842107,2203.3003931602243,432.45000000000005,2.6766349976326476,2.49971098265896
NASA93,36,DummyMedian,{},1090.3368421052633,2296.692024813537,216.2,2.773545208838141,1.2497109826589594
NASA93,36,TabPFN,{},688.5547684820075,1517.3580653556553,110.2884521484375,1.7515117396735251,0.6375055037481936
NASA93,36,TabICLv2,{},648.5003106669376,1483.7101131209051,104.82785034179688,1.6496231807662665,0.6059413314554732
NASA93,36,TabDPT,{},759.1636672973633,1803.8037990367309,99.00833129882812,1.9311231821636623,0.57230249305681
NASA93,37,ElasticNet,"{""regressor__model__alpha"": 1.0, ""regressor__model__l1_ratio"": 0.9}",649.256780115712,979.1501541978768,230.40389524781446,1.2793952458681672,1.255607058571196
NASA93,37,RandomForest,"{""regressor__model__max_depth"": 8, ""regressor__model__max_features"": 0.6, ""regressor__model__min_samples_leaf"": 1, ""regressor__model__n_estimators"": 600}",407.22058831169676,645.2810103347928,145.59846682231273,0.802449971508607,0.793452135271459
NASA93,37,GradientBoosting,"{""regressor__model__learning_rate"": 0.1, ""regressor__model__max_depth"": 3, ""regressor__model__n_estimators"": 200, ""regressor__model__subsample"": 0.7}",503.1135931368275,753.276423633013,264.5026302328936,0.9914122715456127,1.441431227427213
NASA93,37,DummyMean,{},640.5549786628734,818.0247073198259,488.7148648648648,1.2622478802183756,2.6632962662935413
NASA93,37,DummyMedian,{},644.9684210526316,966.2971500036949,217.0,1.2709448047393077,1.1825613079019073
